Initial Setup: num_clients=1, num_sigma_values=[5, 10, 15, 20], kappa_join_values=[0.3, 0.5, 0.8], N_r_values=[10, 20, 30]
num_sigma:15, kappa_join:0.3, N_r:10, f1_score:0.015966029723991505, precission:0.008050012845765179, recall:0.9591836734693877
num_sigma:10, kappa_join:0.8, N_r:10, f1_score:0.018704469383736953, precission:0.009443339960238568, recall:0.9693877551020408
num_sigma:10, kappa_join:0.5, N_r:10, f1_score:0.07652173913043478, precission:0.03996366939146231, recall:0.8979591836734694
num_sigma:15, kappa_join:0.3, N_r:20, f1_score:0.07804878048780489, precission:0.04079740380157627, recall:0.8979591836734694
num_sigma:10, kappa_join:0.3, N_r:10, f1_score:0.059582919563058584, precission:0.030790283954840916, recall:0.9183673469387755
num_sigma:10, kappa_join:0.8, N_r:20, f1_score:0.09601873536299767, precission:0.05093167701863354, recall:0.8367346938775511
num_sigma:10, kappa_join:0.5, N_r:20, f1_score:0.09071729957805907, precission:0.047830923248053395, recall:0.8775510204081632
num_sigma:15, kappa_join:0.5, N_r:10, f1_score:0.017948233515964484, precission:0.009057971014492754, recall:0.9693877551020408
num_sigma:10, kappa_join:0.3, N_r:20, f1_score:0.05021897810218978, precission:0.025849113315299068, recall:0.8775510204081632
num_sigma:10, kappa_join:0.8, N_r:30, f1_score:0.06368460955269144, precission:0.03307086614173228, recall:0.8571428571428571
num_sigma:15, kappa_join:0.8, N_r:10, f1_score:0.01959353830119854, precission:0.009897862482889333, recall:0.9591836734693877
num_sigma:10, kappa_join:0.5, N_r:30, f1_score:0.04438709677419355, precission:0.022769393698702674, recall:0.8775510204081632
num_sigma:5, kappa_join:0.3, N_r:30, f1_score:0.03208556149732621, precission:0.016338028169014085, recall:0.8877551020408163
num_sigma:10, kappa_join:0.3, N_r:30, f1_score:0.024314390726604466, precission:0.012327981651376147, recall:0.8775510204081632
num_sigma:5, kappa_join:0.5, N_r:10, f1_score:0.02644119907763259, precission:0.013422818791946308, recall:0.8775510204081632
num_sigma:5, kappa_join:0.8, N_r:30, f1_score:0.03132877205617573, precission:0.01594574780058651, recall:0.8877551020408163
num_sigma:5, kappa_join:0.5, N_r:30, f1_score:0.03132877205617573, precission:0.01594574780058651, recall:0.8877551020408163
num_sigma:15, kappa_join:0.5, N_r:20, f1_score:0.02221149203283438, precission:0.011238700219887612, recall:0.9387755102040817
num_sigma:5, kappa_join:0.5, N_r:20, f1_score:0.03235403495723317, precission:0.016477272727272726, recall:0.8877551020408163
num_sigma:5, kappa_join:0.3, N_r:10, f1_score:0.026925485284909203, precission:0.013672496025437202, recall:0.8775510204081632
num_sigma:5, kappa_join:0.3, N_r:20, f1_score:0.03238414293690676, precission:0.016492890995260665, recall:0.8877551020408163
num_sigma:5, kappa_join:0.8, N_r:10, f1_score:0.026588344411810173, precission:0.013498665829540103, recall:0.8775510204081632
num_sigma:5, kappa_join:0.8, N_r:20, f1_score:0.03235403495723317, precission:0.016477272727272726, recall:0.8877551020408163
num_sigma:15, kappa_join:0.3, N_r:30, f1_score:0.07258064516129033, precission:0.037783375314861464, recall:0.9183673469387755
num_sigma:15, kappa_join:0.5, N_r:30, f1_score:0.0818014705882353, precission:0.04282964388835419, recall:0.9081632653061225
num_sigma:15, kappa_join:0.8, N_r:20, f1_score:0.02561307901907357, precission:0.012979839823253245, recall:0.9591836734693877
num_sigma:20, kappa_join:0.3, N_r:10, f1_score:0.015374861309240765, precission:0.0077476038338658145, recall:0.9897959183673469
num_sigma:20, kappa_join:0.5, N_r:10, f1_score:0.016526109549365363, precission:0.008332617472725712, recall:0.9897959183673469
num_sigma:20, kappa_join:0.8, N_r:10, f1_score:0.017192484934420417, precission:0.008671553727874128, recall:0.9897959183673469
num_sigma:20, kappa_join:0.3, N_r:20, f1_score:0.02290748898678414, precission:0.01159678858162355, recall:0.9285714285714286
num_sigma:15, kappa_join:0.8, N_r:30, f1_score:0.053475935828877004, precission:0.027539779681762546, recall:0.9183673469387755
num_sigma:20, kappa_join:0.5, N_r:20, f1_score:0.013825220112057047, precission:0.006962257237083181, recall:0.9693877551020408
num_sigma:20, kappa_join:0.8, N_r:20, f1_score:0.01278380717757507, precission:0.006433885128342604, recall:0.9795918367346939
num_sigma:20, kappa_join:0.3, N_r:30, f1_score:0.08532249873031997, precission:0.04489577765900588, recall:0.8571428571428571
num_sigma:20, kappa_join:0.5, N_r:30, f1_score:0.020727673649393603, precission:0.010477039679001338, recall:0.9591836734693877
num_sigma:20, kappa_join:0.8, N_r:30, f1_score:0.015415495784825371, precission:0.007768875940762321, recall:0.9795918367346939
Round 1: Metrics: {'accuracy': 0.9828833257259225, 'precision': 0.0721951219512195, 'recall': 0.7551020408163265, 'f1_score': 0.13178984861976847}, ROC AUC: 0.9502393106933263
Round 2: Metrics: {'accuracy': 0.9850953267090341, 'precision': 0.0887185104052574, 'recall': 0.826530612244898, 'f1_score': 0.16023738872403562}, ROC AUC: 0.9621271447521045

Round 3: Metrics: {'accuracy': 0.9927671078964924, 'precision': 0.1673728813559322, 'recall': 0.8061224489795918, 'f1_score': 0.2771929824561403}, ROC AUC: 0.9242875769469296

Round 4: Metrics: {'accuracy': 0.9943646641620729, 'precision': 0.19946091644204852, 'recall': 0.7551020408163265, 'f1_score': 0.31556503198294245}, ROC AUC: 0.9098267402064935

Round 5: Metrics: {'accuracy': 0.9943646641620729, 'precision': 0.20107238605898123, 'recall': 0.7653061224489796, 'f1_score': 0.3184713375796178}, ROC AUC: 0.9023321307982957

Round 1: Metrics: {'accuracy': 0.9817246585442927, 'precision': 0.07637017070979335, 'recall': 0.8673469387755102, 'f1_score': 0.1403798513625103}, ROC AUC: 0.9522702933171018

Round 1: Metrics: {'accuracy': 0.9817246585442927, 'precision': 0.07637017070979335, 'recall': 0.8673469387755102, 'f1_score': 0.1403798513625103}, ROC AUC: 0.9522702933171018

Round 2: Metrics: {'accuracy': 0.963203539201573, 'precision': 0.038781163434903045, 'recall': 0.8571428571428571, 'f1_score': 0.07420494699646643}, ROC AUC: 0.9114563893227522

Round 1: Metrics: {'accuracy': 0.9817246585442927, 'precision': 0.07637017070979335, 'recall': 0.8673469387755102, 'f1_score': 0.1403798513625103}, ROC AUC: 0.9522702933171018

Round 2: Metrics: {'accuracy': 0.963203539201573, 'precision': 0.038781163434903045, 'recall': 0.8571428571428571, 'f1_score': 0.07420494699646643}, ROC AUC: 0.9114563893227522

Round 3: Metrics: {'accuracy': 0.9913275517011341, 'precision': 0.14388489208633093, 'recall': 0.8163265306122449, 'f1_score': 0.24464831804281345}, ROC AUC: 0.8937164254418706

Round 1: Metrics: {'accuracy': 0.9817246585442927, 'precision': 0.07637017070979335, 'recall': 0.8673469387755102, 'f1_score': 0.1403798513625103}, ROC AUC: 0.9522702933171018

Round 2: Metrics: {'accuracy': 0.963203539201573, 'precision': 0.038781163434903045, 'recall': 0.8571428571428571, 'f1_score': 0.07420494699646643}, ROC AUC: 0.9114563893227522

Round 3: Metrics: {'accuracy': 0.9913275517011341, 'precision': 0.14388489208633093, 'recall': 0.8163265306122449, 'f1_score': 0.24464831804281345}, ROC AUC: 0.8937164254418706

Round 4: Metrics: {'accuracy': 0.991292440574418, 'precision': 0.14590747330960854, 'recall': 0.8367346938775511, 'f1_score': 0.2484848484848485}, ROC AUC: 0.9252801887496698

Round 1: Metrics: {'accuracy': 0.9817246585442927, 'precision': 0.07637017070979335, 'recall': 0.8673469387755102, 'f1_score': 0.1403798513625103}, ROC AUC: 0.9522702933171018

Round 2: Metrics: {'accuracy': 0.963203539201573, 'precision': 0.038781163434903045, 'recall': 0.8571428571428571, 'f1_score': 0.07420494699646643}, ROC AUC: 0.9114563893227522

Round 3: Metrics: {'accuracy': 0.9913275517011341, 'precision': 0.14388489208633093, 'recall': 0.8163265306122449, 'f1_score': 0.24464831804281345}, ROC AUC: 0.8937164254418706

Round 4: Metrics: {'accuracy': 0.991292440574418, 'precision': 0.14590747330960854, 'recall': 0.8367346938775511, 'f1_score': 0.2484848484848485}, ROC AUC: 0.9252801887496698

Round 5: Metrics: {'accuracy': 0.989449106421825, 'precision': 0.1263001485884101, 'recall': 0.8673469387755102, 'f1_score': 0.2204928664072633}, ROC AUC: 0.9269484189990007

Round 1: Metrics: {'accuracy': 0.9870088831150592, 'precision': 0.10074626865671642, 'recall': 0.826530612244898, 'f1_score': 0.1796008869179601}, ROC AUC: 0.9321747269532462

Round 1: Metrics: {'accuracy': 0.9870088831150592, 'precision': 0.10074626865671642, 'recall': 0.826530612244898, 'f1_score': 0.1796008869179601}, ROC AUC: 0.9321747269532462

Round 2: Metrics: {'accuracy': 0.9862013272005898, 'precision': 0.09433962264150944, 'recall': 0.8163265306122449, 'f1_score': 0.16913319238900637}, ROC AUC: 0.9316992817808045

Round 1: Metrics: {'accuracy': 0.9870088831150592, 'precision': 0.10074626865671642, 'recall': 0.826530612244898, 'f1_score': 0.1796008869179601}, ROC AUC: 0.9321747269532462

Round 2: Metrics: {'accuracy': 0.9862013272005898, 'precision': 0.09433962264150944, 'recall': 0.8163265306122449, 'f1_score': 0.16913319238900637}, ROC AUC: 0.9316992817808045

Round 3: Metrics: {'accuracy': 0.9871142164952074, 'precision': 0.10150375939849623, 'recall': 0.826530612244898, 'f1_score': 0.18080357142857142}, ROC AUC: 0.9158936682438873

Round 1: Metrics: {'accuracy': 0.9870088831150592, 'precision': 0.10074626865671642, 'recall': 0.826530612244898, 'f1_score': 0.1796008869179601}, ROC AUC: 0.9321747269532462

Round 2: Metrics: {'accuracy': 0.9862013272005898, 'precision': 0.09433962264150944, 'recall': 0.8163265306122449, 'f1_score': 0.16913319238900637}, ROC AUC: 0.9316992817808045

Round 3: Metrics: {'accuracy': 0.9871142164952074, 'precision': 0.10150375939849623, 'recall': 0.826530612244898, 'f1_score': 0.18080357142857142}, ROC AUC: 0.9158936682438873

Round 4: Metrics: {'accuracy': 0.9684175415189074, 'precision': 0.0449438202247191, 'recall': 0.8571428571428571, 'f1_score': 0.08540925266903915}, ROC AUC: 0.9223270273219023

Round 1: Metrics: {'accuracy': 0.9870088831150592, 'precision': 0.10074626865671642, 'recall': 0.826530612244898, 'f1_score': 0.1796008869179601}, ROC AUC: 0.9321747269532462

Round 2: Metrics: {'accuracy': 0.9862013272005898, 'precision': 0.09433962264150944, 'recall': 0.8163265306122449, 'f1_score': 0.16913319238900637}, ROC AUC: 0.9316992817808045

Round 3: Metrics: {'accuracy': 0.9871142164952074, 'precision': 0.10150375939849623, 'recall': 0.826530612244898, 'f1_score': 0.18080357142857142}, ROC AUC: 0.9158936682438873

Round 4: Metrics: {'accuracy': 0.9684175415189074, 'precision': 0.0449438202247191, 'recall': 0.8571428571428571, 'f1_score': 0.08540925266903915}, ROC AUC: 0.9223270273219023

Round 5: Metrics: {'accuracy': 0.9691373196165864, 'precision': 0.044956140350877194, 'recall': 0.8367346938775511, 'f1_score': 0.08532778355879292}, ROC AUC: 0.9345045787729835

Round 1: Metrics: {'accuracy': 0.9788806572802922, 'precision': 0.06734534064212999, 'recall': 0.8775510204081632, 'f1_score': 0.1250909090909091}, ROC AUC: 0.9851003253017583

Round 1: Metrics: {'accuracy': 0.9788806572802922, 'precision': 0.06734534064212999, 'recall': 0.8775510204081632, 'f1_score': 0.1250909090909091}, ROC AUC: 0.9851003253017583

Round 2: Metrics: {'accuracy': 0.9832871036831572, 'precision': 0.08137254901960785, 'recall': 0.8469387755102041, 'f1_score': 0.148479427549195}, ROC AUC: 0.9844543156317114

Round 1: Metrics: {'accuracy': 0.9788806572802922, 'precision': 0.06734534064212999, 'recall': 0.8775510204081632, 'f1_score': 0.1250909090909091}, ROC AUC: 0.9851003253017583

Round 2: Metrics: {'accuracy': 0.9832871036831572, 'precision': 0.08137254901960785, 'recall': 0.8469387755102041, 'f1_score': 0.148479427549195}, ROC AUC: 0.9844543156317114

Round 3: Metrics: {'accuracy': 0.9920999964888874, 'precision': 0.1575875486381323, 'recall': 0.826530612244898, 'f1_score': 0.2647058823529412}, ROC AUC: 0.9659174270439745

Round 1: Metrics: {'accuracy': 0.9788806572802922, 'precision': 0.06734534064212999, 'recall': 0.8775510204081632, 'f1_score': 0.1250909090909091}, ROC AUC: 0.9851003253017583

Round 2: Metrics: {'accuracy': 0.9832871036831572, 'precision': 0.08137254901960785, 'recall': 0.8469387755102041, 'f1_score': 0.148479427549195}, ROC AUC: 0.9844543156317114

Round 3: Metrics: {'accuracy': 0.9920999964888874, 'precision': 0.1575875486381323, 'recall': 0.826530612244898, 'f1_score': 0.2647058823529412}, ROC AUC: 0.9659174270439745

Round 4: Metrics: {'accuracy': 0.9930128857835048, 'precision': 0.17391304347826086, 'recall': 0.8163265306122449, 'f1_score': 0.2867383512544803}, ROC AUC: 0.963383992454607

Round 1: Metrics: {'accuracy': 0.9788806572802922, 'precision': 0.06734534064212999, 'recall': 0.8775510204081632, 'f1_score': 0.1250909090909091}, ROC AUC: 0.9851003253017583

Round 2: Metrics: {'accuracy': 0.9832871036831572, 'precision': 0.08137254901960785, 'recall': 0.8469387755102041, 'f1_score': 0.148479427549195}, ROC AUC: 0.9844543156317114

Round 3: Metrics: {'accuracy': 0.9920999964888874, 'precision': 0.1575875486381323, 'recall': 0.826530612244898, 'f1_score': 0.2647058823529412}, ROC AUC: 0.9659174270439745

Round 4: Metrics: {'accuracy': 0.9930128857835048, 'precision': 0.17391304347826086, 'recall': 0.8163265306122449, 'f1_score': 0.2867383512544803}, ROC AUC: 0.963383992454607

Round 5: Metrics: {'accuracy': 0.9963835539482462, 'precision': 0.29545454545454547, 'recall': 0.7959183673469388, 'f1_score': 0.4309392265193371}, ROC AUC: 0.9369663242336889

Round 1: Metrics: {'accuracy': 0.9947859976826656, 'precision': 0.22128851540616246, 'recall': 0.8061224489795918, 'f1_score': 0.34725274725274724}, ROC AUC: 0.947802239213074

Round 1: Metrics: {'accuracy': 0.9947859976826656, 'precision': 0.22128851540616246, 'recall': 0.8061224489795918, 'f1_score': 0.34725274725274724}, ROC AUC: 0.947802239213074

Round 2: Metrics: {'accuracy': 0.9971384431726414, 'precision': 0.3515981735159817, 'recall': 0.7857142857142857, 'f1_score': 0.4858044164037854}, ROC AUC: 0.9349057328333699

Round 1: Metrics: {'accuracy': 0.9947859976826656, 'precision': 0.22128851540616246, 'recall': 0.8061224489795918, 'f1_score': 0.34725274725274724}, ROC AUC: 0.947802239213074

Round 2: Metrics: {'accuracy': 0.9971384431726414, 'precision': 0.3515981735159817, 'recall': 0.7857142857142857, 'f1_score': 0.4858044164037854}, ROC AUC: 0.9349057328333699

Round 3: Metrics: {'accuracy': 0.9940135528949124, 'precision': 0.19851116625310175, 'recall': 0.8163265306122449, 'f1_score': 0.3193612774451098}, ROC AUC: 0.9576153055482182

Round 1: Metrics: {'accuracy': 0.9947859976826656, 'precision': 0.22128851540616246, 'recall': 0.8061224489795918, 'f1_score': 0.34725274725274724}, ROC AUC: 0.947802239213074

Round 2: Metrics: {'accuracy': 0.9971384431726414, 'precision': 0.3515981735159817, 'recall': 0.7857142857142857, 'f1_score': 0.4858044164037854}, ROC AUC: 0.9349057328333699

Round 3: Metrics: {'accuracy': 0.9940135528949124, 'precision': 0.19851116625310175, 'recall': 0.8163265306122449, 'f1_score': 0.3193612774451098}, ROC AUC: 0.9576153055482182

Round 4: Metrics: {'accuracy': 0.9928899968399986, 'precision': 0.17684210526315788, 'recall': 0.8571428571428571, 'f1_score': 0.29319371727748694}, ROC AUC: 0.9509680454905654

Round 1: Metrics: {'accuracy': 0.9947859976826656, 'precision': 0.22128851540616246, 'recall': 0.8061224489795918, 'f1_score': 0.34725274725274724}, ROC AUC: 0.947802239213074

Round 2: Metrics: {'accuracy': 0.9971384431726414, 'precision': 0.3515981735159817, 'recall': 0.7857142857142857, 'f1_score': 0.4858044164037854}, ROC AUC: 0.9349057328333699

Round 3: Metrics: {'accuracy': 0.9940135528949124, 'precision': 0.19851116625310175, 'recall': 0.8163265306122449, 'f1_score': 0.3193612774451098}, ROC AUC: 0.9576153055482182

Round 4: Metrics: {'accuracy': 0.9928899968399986, 'precision': 0.17684210526315788, 'recall': 0.8571428571428571, 'f1_score': 0.29319371727748694}, ROC AUC: 0.9509680454905654

Round 5: Metrics: {'accuracy': 0.9946455531758014, 'precision': 0.2225201072386059, 'recall': 0.8469387755102041, 'f1_score': 0.35244161358811044}, ROC AUC: 0.9574579304147095

Round 1: Metrics: {'accuracy': 0.9912222183209859, 'precision': 0.14107142857142857, 'recall': 0.8061224489795918, 'f1_score': 0.24012158054711244}, ROC AUC: 0.9542434042412689

Round 1: Metrics: {'accuracy': 0.9912222183209859, 'precision': 0.14107142857142857, 'recall': 0.8061224489795918, 'f1_score': 0.24012158054711244}, ROC AUC: 0.9542434042412689

Round 2: Metrics: {'accuracy': 0.9876935500860222, 'precision': 0.10588235294117647, 'recall': 0.826530612244898, 'f1_score': 0.18771726535341832}, ROC AUC: 0.9474119417040875

Round 1: Metrics: {'accuracy': 0.9912222183209859, 'precision': 0.14107142857142857, 'recall': 0.8061224489795918, 'f1_score': 0.24012158054711244}, ROC AUC: 0.9542434042412689

Round 2: Metrics: {'accuracy': 0.9876935500860222, 'precision': 0.10588235294117647, 'recall': 0.826530612244898, 'f1_score': 0.18771726535341832}, ROC AUC: 0.9474119417040875

Round 3: Metrics: {'accuracy': 0.9966644429619747, 'precision': 0.3203125, 'recall': 0.8367346938775511, 'f1_score': 0.4632768361581921}, ROC AUC: 0.9341735885406498

Round 1: Metrics: {'accuracy': 0.9912222183209859, 'precision': 0.14107142857142857, 'recall': 0.8061224489795918, 'f1_score': 0.24012158054711244}, ROC AUC: 0.9542434042412689

Round 2: Metrics: {'accuracy': 0.9876935500860222, 'precision': 0.10588235294117647, 'recall': 0.826530612244898, 'f1_score': 0.18771726535341832}, ROC AUC: 0.9474119417040875

Round 3: Metrics: {'accuracy': 0.9966644429619747, 'precision': 0.3203125, 'recall': 0.8367346938775511, 'f1_score': 0.4632768361581921}, ROC AUC: 0.9341735885406498

Round 4: Metrics: {'accuracy': 0.9988062216916541, 'precision': 0.625, 'recall': 0.7653061224489796, 'f1_score': 0.6880733944954128}, ROC AUC: 0.897892788235159

Round 1: Metrics: {'accuracy': 0.9912222183209859, 'precision': 0.14107142857142857, 'recall': 0.8061224489795918, 'f1_score': 0.24012158054711244}, ROC AUC: 0.9542434042412689

Round 2: Metrics: {'accuracy': 0.9876935500860222, 'precision': 0.10588235294117647, 'recall': 0.826530612244898, 'f1_score': 0.18771726535341832}, ROC AUC: 0.9474119417040875

Round 3: Metrics: {'accuracy': 0.9966644429619747, 'precision': 0.3203125, 'recall': 0.8367346938775511, 'f1_score': 0.4632768361581921}, ROC AUC: 0.9341735885406498

Round 4: Metrics: {'accuracy': 0.9988062216916541, 'precision': 0.625, 'recall': 0.7653061224489796, 'f1_score': 0.6880733944954128}, ROC AUC: 0.897892788235159

Round 5: Metrics: {'accuracy': 0.9935746638109617, 'precision': 0.1926605504587156, 'recall': 0.8571428571428571, 'f1_score': 0.3146067415730337}, ROC AUC: 0.9041893188761154

Round 1: Metrics: {'accuracy': 0.940802640356729, 'precision': 0.02468060394889663, 'recall': 0.8673469387755102, 'f1_score': 0.04799548277809147}, ROC AUC: 0.981735422432901

Round 1: Metrics: {'accuracy': 0.940802640356729, 'precision': 0.02468060394889663, 'recall': 0.8673469387755102, 'f1_score': 0.04799548277809147}, ROC AUC: 0.981735422432901

Round 2: Metrics: {'accuracy': 0.9864119939608862, 'precision': 0.09665871121718377, 'recall': 0.826530612244898, 'f1_score': 0.17307692307692307}, ROC AUC: 0.9756581761854997

Round 1: Metrics: {'accuracy': 0.940802640356729, 'precision': 0.02468060394889663, 'recall': 0.8673469387755102, 'f1_score': 0.04799548277809147}, ROC AUC: 0.981735422432901

Round 2: Metrics: {'accuracy': 0.9864119939608862, 'precision': 0.09665871121718377, 'recall': 0.826530612244898, 'f1_score': 0.17307692307692307}, ROC AUC: 0.9756581761854997

Round 3: Metrics: {'accuracy': 0.9957339981039992, 'precision': 0.2508591065292096, 'recall': 0.7448979591836735, 'f1_score': 0.37532133676092544}, ROC AUC: 0.9687441679682565

Round 1: Metrics: {'accuracy': 0.940802640356729, 'precision': 0.02468060394889663, 'recall': 0.8673469387755102, 'f1_score': 0.04799548277809147}, ROC AUC: 0.981735422432901

Round 2: Metrics: {'accuracy': 0.9864119939608862, 'precision': 0.09665871121718377, 'recall': 0.826530612244898, 'f1_score': 0.17307692307692307}, ROC AUC: 0.9756581761854997

Round 3: Metrics: {'accuracy': 0.9957339981039992, 'precision': 0.2508591065292096, 'recall': 0.7448979591836735, 'f1_score': 0.37532133676092544}, ROC AUC: 0.9687441679682565

Round 4: Metrics: {'accuracy': 0.9943646641620729, 'precision': 0.19618528610354224, 'recall': 0.7346938775510204, 'f1_score': 0.3096774193548387}, ROC AUC: 0.9585306653612485

Round 1: Metrics: {'accuracy': 0.940802640356729, 'precision': 0.02468060394889663, 'recall': 0.8673469387755102, 'f1_score': 0.04799548277809147}, ROC AUC: 0.981735422432901

Round 2: Metrics: {'accuracy': 0.9864119939608862, 'precision': 0.09665871121718377, 'recall': 0.826530612244898, 'f1_score': 0.17307692307692307}, ROC AUC: 0.9756581761854997

Round 3: Metrics: {'accuracy': 0.9957339981039992, 'precision': 0.2508591065292096, 'recall': 0.7448979591836735, 'f1_score': 0.37532133676092544}, ROC AUC: 0.9687441679682565

Round 4: Metrics: {'accuracy': 0.9943646641620729, 'precision': 0.19618528610354224, 'recall': 0.7346938775510204, 'f1_score': 0.3096774193548387}, ROC AUC: 0.9585306653612485

Round 5: Metrics: {'accuracy': 0.9918366630385169, 'precision': 0.13806706114398423, 'recall': 0.7142857142857143, 'f1_score': 0.23140495867768596}, ROC AUC: 0.9532547402754011

Round 1: Metrics: {'accuracy': 0.9930479969102208, 'precision': 0.17180616740088106, 'recall': 0.7959183673469388, 'f1_score': 0.28260869565217395}, ROC AUC: 0.9433225210455595

Round 1: Metrics: {'accuracy': 0.9930479969102208, 'precision': 0.17180616740088106, 'recall': 0.7959183673469388, 'f1_score': 0.28260869565217395}, ROC AUC: 0.9433225210455595

Round 2: Metrics: {'accuracy': 0.9859379937502194, 'precision': 0.09644087256027555, 'recall': 0.8571428571428571, 'f1_score': 0.17337461300309595}, ROC AUC: 0.9475829548195194

Round 1: Metrics: {'accuracy': 0.9930479969102208, 'precision': 0.17180616740088106, 'recall': 0.7959183673469388, 'f1_score': 0.28260869565217395}, ROC AUC: 0.9433225210455595

Round 2: Metrics: {'accuracy': 0.9859379937502194, 'precision': 0.09644087256027555, 'recall': 0.8571428571428571, 'f1_score': 0.17337461300309595}, ROC AUC: 0.9475829548195194

Round 3: Metrics: {'accuracy': 0.9839015484006882, 'precision': 0.08426395939086294, 'recall': 0.8469387755102041, 'f1_score': 0.15327793167128348}, ROC AUC: 0.9315662217334879

Round 1: Metrics: {'accuracy': 0.9930479969102208, 'precision': 0.17180616740088106, 'recall': 0.7959183673469388, 'f1_score': 0.28260869565217395}, ROC AUC: 0.9433225210455595

Round 2: Metrics: {'accuracy': 0.9859379937502194, 'precision': 0.09644087256027555, 'recall': 0.8571428571428571, 'f1_score': 0.17337461300309595}, ROC AUC: 0.9475829548195194

Round 3: Metrics: {'accuracy': 0.9839015484006882, 'precision': 0.08426395939086294, 'recall': 0.8469387755102041, 'f1_score': 0.15327793167128348}, ROC AUC: 0.9315662217334879

Round 4: Metrics: {'accuracy': 0.9872897721287877, 'precision': 0.10479797979797979, 'recall': 0.8469387755102041, 'f1_score': 0.18651685393258427}, ROC AUC: 0.9150947696185959

Round 1: Metrics: {'accuracy': 0.9930479969102208, 'precision': 0.17180616740088106, 'recall': 0.7959183673469388, 'f1_score': 0.28260869565217395}, ROC AUC: 0.9433225210455595

Round 2: Metrics: {'accuracy': 0.9859379937502194, 'precision': 0.09644087256027555, 'recall': 0.8571428571428571, 'f1_score': 0.17337461300309595}, ROC AUC: 0.9475829548195194

Round 3: Metrics: {'accuracy': 0.9839015484006882, 'precision': 0.08426395939086294, 'recall': 0.8469387755102041, 'f1_score': 0.15327793167128348}, ROC AUC: 0.9315662217334879

Round 4: Metrics: {'accuracy': 0.9872897721287877, 'precision': 0.10479797979797979, 'recall': 0.8469387755102041, 'f1_score': 0.18651685393258427}, ROC AUC: 0.9150947696185959

Round 5: Metrics: {'accuracy': 0.9854639935395527, 'precision': 0.09263392857142858, 'recall': 0.8469387755102041, 'f1_score': 0.1670020120724346}, ROC AUC: 0.9102367768998426

Round 1: Metrics: {'accuracy': 0.9877286612127383, 'precision': 0.10512483574244415, 'recall': 0.8163265306122449, 'f1_score': 0.18626309662398136}, ROC AUC: 0.9511177941210249

Round 1: Metrics: {'accuracy': 0.9877286612127383, 'precision': 0.10512483574244415, 'recall': 0.8163265306122449, 'f1_score': 0.18626309662398136}, ROC AUC: 0.9511177941210249

Round 2: Metrics: {'accuracy': 0.9907131069836032, 'precision': 0.13162393162393163, 'recall': 0.7857142857142857, 'f1_score': 0.22547584187408495}, ROC AUC: 0.9407092324830889

Round 1: Metrics: {'accuracy': 0.9877286612127383, 'precision': 0.10512483574244415, 'recall': 0.8163265306122449, 'f1_score': 0.18626309662398136}, ROC AUC: 0.9511177941210249

Round 2: Metrics: {'accuracy': 0.9907131069836032, 'precision': 0.13162393162393163, 'recall': 0.7857142857142857, 'f1_score': 0.22547584187408495}, ROC AUC: 0.9407092324830889

Round 3: Metrics: {'accuracy': 0.986271549454022, 'precision': 0.09382422802850356, 'recall': 0.8061224489795918, 'f1_score': 0.16808510638297872}, ROC AUC: 0.9222973288217932

Round 1: Metrics: {'accuracy': 0.9877286612127383, 'precision': 0.10512483574244415, 'recall': 0.8163265306122449, 'f1_score': 0.18626309662398136}, ROC AUC: 0.9511177941210249

Round 2: Metrics: {'accuracy': 0.9907131069836032, 'precision': 0.13162393162393163, 'recall': 0.7857142857142857, 'f1_score': 0.22547584187408495}, ROC AUC: 0.9407092324830889

Round 3: Metrics: {'accuracy': 0.986271549454022, 'precision': 0.09382422802850356, 'recall': 0.8061224489795918, 'f1_score': 0.16808510638297872}, ROC AUC: 0.9222973288217932

Round 4: Metrics: {'accuracy': 0.9814964362206383, 'precision': 0.07168458781362007, 'recall': 0.8163265306122449, 'f1_score': 0.13179571663920922}, ROC AUC: 0.9240209185109046

Round 1: Metrics: {'accuracy': 0.9877286612127383, 'precision': 0.10512483574244415, 'recall': 0.8163265306122449, 'f1_score': 0.18626309662398136}, ROC AUC: 0.9511177941210249

Round 2: Metrics: {'accuracy': 0.9907131069836032, 'precision': 0.13162393162393163, 'recall': 0.7857142857142857, 'f1_score': 0.22547584187408495}, ROC AUC: 0.9407092324830889

Round 3: Metrics: {'accuracy': 0.986271549454022, 'precision': 0.09382422802850356, 'recall': 0.8061224489795918, 'f1_score': 0.16808510638297872}, ROC AUC: 0.9222973288217932

Round 4: Metrics: {'accuracy': 0.9814964362206383, 'precision': 0.07168458781362007, 'recall': 0.8163265306122449, 'f1_score': 0.13179571663920922}, ROC AUC: 0.9240209185109046

Round 5: Metrics: {'accuracy': 0.9895719953653312, 'precision': 0.12310030395136778, 'recall': 0.826530612244898, 'f1_score': 0.2142857142857143}, ROC AUC: 0.9228848387272749

Round 1: Metrics: {'accuracy': 0.9771075453811313, 'precision': 0.05661764705882353, 'recall': 0.7857142857142857, 'f1_score': 0.1056241426611797}, ROC AUC: 0.9830517568591871

